order_id,customer_id,customer_name,customer_email,product_id,product_name,category,quantity,unit_price,order_date,status,payment_method,country,city,total_amount
5a6ce348-b931-4135-b042-e355777dc5e0,c0a649dd-28f4-4eb3-b995-00f8f0cd9afc,Francisco Wilson,brandon24@example.org,PROD-7158,Up-sized contextually-based capability,Books,2,832.51,2025-06-18T12:20:00,cancelled,paypal,Kuwait,New Anthony,1665.02
f53ba7b6-f41e-486f-865d-81c49de375f1,e9bbd12f-c9fa-41e0-9e43-bedacba8d143,Jamie Hall,charleshill@example.com,PROD-7962,Enterprise-wide systemic matrix,Sports,6,943.71,2025-05-31T02:52:52,cancelled,credit_card,Tunisia,Mcfarlandview,5662.26
0a03d3ea-55d5-4991-93bf-999a4a0253b5,e2a21ca5-96ff-4549-a98a-52bbc30ffc64,Joshua Williams,lisa47@example.com,PROD-6910,Advanced bandwidth-monitored implementation,Electronics,10,403.83,2025-10-01T18:43:43,completed,paypal,Argentina,Catherinemouth,4038.3
e3d85d39-d954-4c3f-8ac5-8d7825033f95,dcf3fd27-0f92-4294-aa16-08abe5bc1873,Ryan Montgomery,johnathan64@example.com,PROD-3844,Multi-tiered multimedia concept,Food,1,442.06,2026-01-08T05:09:26,completed,bank_transfer,Sudan,North Luketown,442.06
63479479-7257-4a0a-85e4-caa6b734dd37,3adea5cb-b896-4a83-9b56-2e4f7805c480,Carrie Pierce,martinezmarcus@example.net,PROD-5097,Enhanced encompassing knowledgebase,Clothing,6,581.2,2025-10-16T12:58:38,cancelled,credit_card,Anguilla,West Matthew,3487.2
197f1048-86e0-45f1-9471-c446864e1fd8,325176ae-536b-4c72-9db7-1b3d3da98993,Alison Warren,campbelljanice@example.org,PROD-6389,Distributed client-driven functionalities,Books,5,947.57,2025-11-13T14:30:16,pending,paypal,Algeria,New Daniel,4737.85
01a4a6f4-fdf7-4d7a-897d-c11ae34ce7bb,962fa829-dad7-4e35-b529-dbccfd9e9f36,Melissa Taylor,steven32@example.net,PROD-4374,Open-source systemic function,Books,5,183.62,2025-07-15T07:16:02,cancelled,credit_card,Christmas Island,West Stephen,918.1
b1b66504-56f1-4cc4-b70a-3c60bc0f214e,b5ad85d3-219d-45e3-ad48-7be53448cd97,Brittany Smith,melissa92@example.org,PROD-9590,Exclusive 24/7 model,Clothing,4,763.41,2025-11-28T22:21:35,pending,bank_transfer,Palau,New Annaburgh,3053.64
5b6d6641-35aa-4962-b880-5359dec40df6,d82d10c1-c7cc-4ff3-9889-7bf36af66dad,Victoria Miller,ricecassandra@example.com,PROD-2050,Ergonomic discrete policy,Books,1,19.56,2025-07-21T22:32:19,completed,credit_card,Tajikistan,Ryanmouth,19.56
8160e68e-5992-4b06-9dcb-868027d76526,7bc93576-0479-4e33-9e49-9a1cb7ca8c1f,Gregory Williams,rojasjoseph@example.org,PROD-7914,Enhanced actuating concept,Books,10,951.42,2025-09-07T21:31:58,pending,paypal,Cameroon,Laurieview,9514.2
4c1c4ec5-a8d3-4174-8b53-7ddda200522a,cc0a70d8-7807-45e2-a61b-03aa6d6e6189,Howard Patterson,michael11@example.org,PROD-1606,Open-source mission-critical toolset,Books,2,113.92,2025-07-13T00:50:22,cancelled,bank_transfer,Fiji,North Kelseyport,227.84
d98e5ba8-98e1-4918-bbe1-cf3e2a19868b,0896973c-4ed2-41f2-9adb-b0aa6b1da35b,Matthew Ramirez,mhicks@example.com,PROD-7295,Grass-roots local open system,Electronics,5,370.9,2026-03-11T05:09:54,pending,bank_transfer,Palestinian Territory,South Kathleenmouth,1854.5
738df6fe-c856-4afe-8aef-e1099f6d1adf,d2bb2118-1b61-43ec-8040-37bf5c868164,Nancy Bell,jason99@example.org,PROD-5444,Enterprise-wide incremental parallelism,Electronics,8,797.88,2026-02-17T05:41:56,completed,bank_transfer,Bahrain,Terryport,6383.04
a4a8511c-dc07-4aa5-a5ea-4aa59261ca6e,098f25be-a925-445a-b14f-eef14dcc86b5,Xavier Austin DDS,nelsonmichelle@example.org,PROD-5361,Cross-platform coherent policy,Clothing,3,158.8,2026-01-19T19:09:32,pending,credit_card,Norfolk Island,West Bradley,476.4
811d2921-7256-405d-af9c-b71c5424438c,e0efb9fc-699b-4b0d-9b15-cb7731987e7c,Jason Wong,gleonard@example.com,PROD-2460,Pre-emptive intangible utilization,Clothing,10,758.03,2025-11-14T14:23:57,pending,credit_card,Benin,New Christinehaven,7580.3
d799c291-c5d4-4711-beea-3feec76714ff,8ed40e1e-d637-4a8f-a34b-e3bbe447d742,David Hancock,kgriffith@example.com,PROD-9449,Persistent hybrid function,Sports,6,111.59,2026-03-19T19:34:47,completed,credit_card,Kyrgyz Republic,Millertown,669.54
151986d3-caf6-4029-a9bb-3dc9aca9e2c0,4141fd3e-39e9-4dd8-bdc1-d73a0add37a2,Brenda Hicks,obarry@example.net,PROD-7387,Optional methodical core,Clothing,3,64.93,2025-12-11T02:52:25,completed,credit_card,French Guiana,Kaufmanstad,194.79
f4478b97-ad67-4112-a206-16bd5545cfa3,13bec461-7ab8-4bfd-a520-c26193d28d9f,Carlos Dawson,sharrison@example.org,PROD-4769,Total stable open architecture,Food,7,725.5,2025-10-08T17:01:47,pending,bank_transfer,Kuwait,West Kyle,5078.5
9bff0c12-24b5-4a17-9c52-4ffb7a043fa1,0a6852a2-9791-4dfa-964f-677c322797ec,Michelle Lewis DVM,smallshannon@example.net,PROD-2132,Front-line regional projection,Electronics,3,206.24,2026-05-22T15:19:53,cancelled,bank_transfer,Mozambique,West Kent,618.72
99c00c27-776a-4832-95eb-af3eb37c6ee9,dbacefea-abca-493a-bf60-e83d898e58c1,Rachel Underwood,tina73@example.net,PROD-4559,Organized heuristic installation,Sports,1,616.08,2025-07-13T23:19:15,pending,bank_transfer,Hungary,East Anthony,616.08
90557422-ec50-4303-b9cd-e244efd0bad1,641e5439-6c3f-47da-a57d-baca501dadcc,Christina Russell,aaronhernandez@example.net,PROD-2197,Function-based multi-state benchmark,Clothing,5,898.46,2025-06-05T00:40:28,cancelled,credit_card,Nepal,Bellborough,4492.3
af80231e-ea16-43a8-afe7-a7830a67bd3e,e1ca52af-99ea-4e0d-8528-c585999c4495,Jose Bryant,bushchad@example.com,PROD-4868,Universal context-sensitive conglomeration,Food,7,273.69,2025-12-19T23:40:05,completed,paypal,Iran,Nguyenland,1915.83
e44ea820-2ebc-40dd-afb0-679fe9f2a11f,17f04d17-54da-4ca8-b475-3367ab5868cc,Chelsea Velazquez,jamesrobertson@example.com,PROD-1011,Automated client-server process improvement,Electronics,3,589.11,2026-02-17T07:38:37,pending,bank_transfer,Denmark,Davidmouth,1767.33
a466ecff-d626-466c-8955-141990cc5927,fa49af94-f578-44f4-bf5b-0e45e86ecf6a,Roberto Hartman,cody23@example.net,PROD-3281,Synergized human-resource encryption,Electronics,6,648.05,2025-11-28T10:34:04,pending,paypal,Cyprus,Simmonsshire,3888.3
0ee472b4-ce68-481d-91ca-4d60408fe056,5a1aedcc-8ba6-42fe-895f-7f0dd154ddf2,Leslie Sweeney,michellefoster@example.com,PROD-7289,Customizable executive support,Books,2,71.58,2025-09-16T17:02:53,completed,paypal,Trinidad and Tobago,North Brittany,143.16
7d746b86-5e51-4bb7-a102-386975cf69b1,6284bffa-42e7-4b05-82c3-bdc0d8af9cbf,David Welch,rluna@example.net,PROD-7406,Realigned human-resource open architecture,Food,10,53.13,2025-10-18T15:03:40,completed,paypal,Palestinian Territory,Port Danny,531.3
c5eac7e1-9ad3-4631-aca6-de3678d05a9a,f3bb2fe5-60f9-4651-b598-880891cc6e5f,Robin Reynolds,llewis@example.net,PROD-3993,Synchronized multi-tasking Graphic Interface,Food,8,283.71,2026-01-04T19:37:38,cancelled,credit_card,Indonesia,Fisherburgh,2269.68
9f164635-b5a9-4f61-b2a1-3090e694a06f,29cc000a-004e-4874-96fe-469860655a75,George Roth,avaldez@example.org,PROD-8603,Horizontal 24/7 model,Electronics,9,203.95,2026-05-01T12:25:06,pending,credit_card,Isle of Man,Sharonfort,1835.55
bad2a175-41f6-4a19-85fe-e57287f50127,69f9840b-25b2-4940-825f-90caacfda5a0,Tonya Lee,sanderson@example.com,PROD-7949,Extended uniform productivity,Food,7,710.34,2025-09-05T13:21:53,cancelled,bank_transfer,Argentina,Avilashire,4972.38
274e2e47-7fef-4e22-a88f-1f5326c64b1b,28cd09d7-556c-44e9-949c-aa45229f4f04,Kevin Reyes,dpeck@example.org,PROD-7226,Innovative non-volatile database,Food,5,555.44,2025-09-08T23:46:31,pending,credit_card,Mayotte,South Darlene,2777.2
57f63dbe-85d5-4fe0-82b1-ebb7ede7f00f,f2e5393d-8df1-46dd-9948-c20b5b16a86c,Tamara Mahoney,knightmichele@example.com,PROD-7617,Cloned background methodology,Sports,2,232.58,2026-01-29T07:50:06,pending,paypal,Ukraine,Lake Tiffany,465.16
92c1b109-f6ed-4927-8cf8-135940e9c380,20bbfd9b-001f-4856-bc02-50ae6665bd59,Margaret Calhoun,olsonbrianna@example.net,PROD-1858,Centralized grid-enabled moderator,Food,9,797.62,2025-12-18T22:35:25,completed,credit_card,Mexico,North Gregghaven,7178.58
b7c8d271-18bd-4f8c-82e2-2b7e6f0eeb79,9aa97bca-8d94-4726-8410-52bdb74fc741,Laura Chen,christine17@example.org,PROD-4383,Persevering needs-based workforce,Sports,9,51.27,2026-04-15T11:27:33,completed,paypal,Mongolia,Harrisville,461.43
4316e219-7674-4ac3-b5a6-74b4aed06e89,e2e89826-8075-4ef4-ad91-4ef1059a680e,Sean Lane,jeffersonjose@example.net,PROD-5249,Configurable multi-state data-warehouse,Clothing,7,467.15,2026-02-17T18:49:15,pending,credit_card,Armenia,Thompsonchester,3270.05
16ca6ed5-b8c5-41b9-9851-559e9e2f28dc,74888818-cbb4-44a6-8cb7-2585a5b3dd99,Brian Buck,jeannekennedy@example.net,PROD-8174,Down-sized exuding process improvement,Books,4,982.47,2025-09-08T09:44:53,cancelled,paypal,Moldova,East Thomasstad,3929.88
c97427b6-cf2b-4b8f-bbac-79d8229c7bb4,fba7082c-d326-4709-a8e5-d0f289918204,Anthony Williams,rwilliams@example.net,PROD-4106,Versatile grid-enabled knowledgebase,Books,7,461.65,2026-01-13T14:24:20,cancelled,paypal,Gibraltar,Curtisstad,3231.55
6b50ca0d-6541-4335-8b51-15a8730bae28,a0457ac2-d395-4b76-8a74-7913922c88ee,Christina Cortez,sandranavarro@example.com,PROD-9322,Upgradable zero administration interface,Sports,6,942.12,2026-03-12T00:47:29,completed,paypal,Iran,West Bruce,5652.72
d257d072-e2b1-40b0-b732-de0f4dc56102,a0996db9-d829-48a4-93b7-3391eaa5b04b,Rebecca Ortega,ycampbell@example.com,PROD-2932,Optimized needs-based projection,Clothing,10,566.21,2025-10-06T10:00:58,completed,bank_transfer,San Marino,Lake Terri,5662.1
f349b212-fc1c-4251-b1dc-a4b7cc7d0a28,660b8e9c-7f0d-4010-bf7f-223e06fb4bb8,Daniel Benton,johnsonrobin@example.com,PROD-7780,Persistent human-resource knowledge user,Books,7,256.71,2025-12-13T08:17:09,cancelled,credit_card,Cameroon,East Jonathanstad,1796.97
118b6870-6ffb-4ae9-b145-d8f6f359c184,a778027a-c8df-4685-a758-7872e00765ac,Judith Farley,gscott@example.net,PROD-4698,Fundamental composite emulation,Food,10,373.85,2026-04-29T16:28:51,cancelled,bank_transfer,Bolivia,Graybury,3738.5
87d29a4d-4970-4a5d-af38-66947543e7e9,c22c5fda-593a-4d15-bc1a-09479c857855,Deborah Williams,vjones@example.net,PROD-5522,Re-engineered fault-tolerant approach,Sports,8,915.08,2025-09-19T00:55:35,completed,credit_card,Tanzania,North Markborough,7320.64
ef8abb48-5cfe-4cc3-8811-fbff3a7b18b8,377bcebb-fab0-493f-9de9-5f35cb0ca700,Kimberly Parker,johnsondonald@example.com,PROD-6006,Intuitive modular implementation,Clothing,3,617.63,2025-12-21T14:29:00,completed,paypal,Congo,Port Scottport,1852.89
36d70d89-7ffd-4c02-b792-2956f9a98935,467c2735-b977-4f35-badb-0fed5a93685d,Mrs. Nicole Wiggins,vhorton@example.org,PROD-4051,Vision-oriented tangible knowledge user,Food,1,61.98,2025-10-15T19:00:20,pending,credit_card,Myanmar,Jesseberg,61.98
4313a519-828f-4a6a-a5bc-c3ac5393b59a,aa36513c-1529-4734-84c8-87bf6ae3085e,Andres Perez,dtodd@example.net,PROD-1565,Reverse-engineered fresh-thinking secured line,Sports,1,307.46,2025-06-17T03:07:54,completed,bank_transfer,Pakistan,Crawfordburgh,307.46
a5ab6071-5ddc-474f-85b9-fa4737719a9c,8192180b-0858-4aaf-8c83-47640f16a87e,Samuel Peterson,mlee@example.com,PROD-1689,Open-source grid-enabled utilization,Food,8,206.76,2025-08-31T06:40:44,completed,paypal,Sweden,South Loriberg,1654.08
fa42bc88-0927-419b-ac36-1cd72ba9dfa9,e945d2ed-c070-4dcf-ae79-2dee2fb8a10c,Sarah Mccullough,jacquelinechristensen@example.net,PROD-1128,Configurable executive budgetary management,Sports,4,662.5,2026-02-26T12:35:35,cancelled,credit_card,Korea,Clarkton,2650.0
3df257c2-302a-4fa4-a992-0a3658fb2e56,a4aabf4f-2369-4b5c-90b8-6d1bbe8dda23,Amy Lee,vincent60@example.net,PROD-6890,Seamless non-volatile monitoring,Electronics,2,486.0,2026-05-22T10:44:25,pending,credit_card,United Arab Emirates,Timothytown,972.0
c21a2ef2-570e-48e3-9653-f901d71f9946,35cc1cf8-52bc-4db3-b14b-ec9f08fe7e47,Daniel Chen,dalemercado@example.org,PROD-3369,Networked motivating protocol,Clothing,8,475.37,2026-04-18T21:58:34,cancelled,credit_card,Northern Mariana Islands,Jennifermouth,3802.96
75203d49-ea52-4658-b5f6-0b5e3c170b77,37056e7a-6865-48db-b076-9d4cadd882f9,Jennifer Nguyen,hectorbarnes@example.org,PROD-4409,Exclusive methodical database,Clothing,1,981.43,2025-05-26T13:33:21,pending,credit_card,Comoros,South Natalie,981.43
9aa4076b-ed1d-4197-9270-6bc18200897d,b15368f3-4c3f-462e-a7c4-f2a5532f8d3e,Kelly Mitchell,rallen@example.com,PROD-7827,Business-focused zero administration intranet,Sports,3,987.74,2025-10-02T20:12:08,cancelled,bank_transfer,Jamaica,Harrisshire,2963.22
83a78b39-975d-4640-90d4-29d3630b18dc,a880324f-3fa7-4928-b856-eceb2208234d,Margaret Gaines,marisa89@example.org,PROD-5490,Cross-platform human-resource capacity,Electronics,8,536.81,2025-09-29T04:06:30,pending,paypal,Spain,Brownfort,4294.48
03d197e1-4719-40f1-924d-dd00495ff787,db74df68-813d-4921-bf75-5a9c38c57aaa,Deanna Cummings,ijohnson@example.org,PROD-2246,Synchronized optimizing firmware,Clothing,6,665.03,2026-05-20T05:52:21,completed,bank_transfer,Sri Lanka,South Jenniferberg,3990.18
1a99b8c6-2e22-443d-9b28-b1a8b68abb8d,b45be163-b880-4584-8d6c-b7e986e413a6,Sarah Lozano,cortezmanuel@example.com,PROD-4367,Proactive context-sensitive monitoring,Clothing,6,885.18,2026-01-10T13:22:31,pending,paypal,Saint Pierre and Miquelon,Bryanview,5311.08
9b633f64-a067-4cea-bf7f-9f489fea78da,245c004f-49b6-4bbd-b293-be08e15b0267,Christopher Smith,nicholaswarren@example.org,PROD-1344,Quality-focused object-oriented workforce,Books,10,308.59,2026-01-11T02:19:06,cancelled,bank_transfer,San Marino,Lake Gary,3085.9
a6f8e8a4-541f-4963-8793-24c436f97e47,fbd72f02-1ce4-4317-9454-5439430e6772,Nathan Rodriguez,gina18@example.com,PROD-1814,Organic intermediate process improvement,Electronics,4,480.95,2025-10-18T17:32:14,cancelled,credit_card,Christmas Island,Anthonyfurt,1923.8
acdd1bf9-842e-4c26-be14-5ad8defb6350,64fddfc2-2303-41a4-b37e-012831cc09a7,Kelly Casey,pbonilla@example.org,PROD-7725,Networked mission-critical challenge,Sports,10,54.1,2026-03-10T01:56:11,pending,paypal,Iran,South Richard,541.0
b0c1e2c3-b201-4442-8218-f54058562c3b,bc4f6039-31a2-434e-8fe0-3308b43c4b36,Christine Davis,twhite@example.org,PROD-1972,Digitized contextually-based flexibility,Clothing,3,183.26,2025-10-29T12:42:58,completed,paypal,Wallis and Futuna,Caldwellfort,549.78
925472eb-6f2e-4023-9d0e-16687d17a142,ff8d19b1-d296-4402-8030-db79443ca2e6,Catherine Rodriguez MD,kmiranda@example.org,PROD-7533,Up-sized tertiary archive,Books,10,926.55,2025-06-11T16:34:35,completed,credit_card,Australia,Williamberg,9265.5
